Date,Price,Open,High,Low,Vol.,Change %
10/21/2018,"1,233.59","1,228.38","1,243.73","1,220.08",,0.59%
10/14/2018,"1,226.32","1,217.51","1,233.72","1,217.47",,0.69%
10/07/2018,"1,217.93","1,203.16","1,226.67","1,183.44",,1.25%
09/30/2018,"1,202.86","1,192.21","1,208.72","1,184.62",,0.90%
09/23/2018,"1,192.09","1,198.59","1,204.51","1,180.74",,-0.62%
09/16/2018,"1,199.55","1,193.24","1,211.47","1,191.97",,0.49%
09/09/2018,"1,193.71","1,195.07","1,213.05","1,187.61",,-0.18%
09/02/2018,"1,195.86","1,200.34","1,207.47","1,189.70",,-0.44%
08/26/2018,"1,201.09","1,206.94","1,214.66","1,196.33",,-0.40%
08/19/2018,"1,205.97","1,183.78","1,208.87","1,182.70",,1.79%
08/12/2018,"1,184.77","1,211.28","1,214.25","1,160.38",,-2.19%
08/05/2018,"1,211.30","1,213.71","1,218.30","1,205.85",,-0.18%
07/29/2018,"1,213.43","1,222.96","1,228.72","1,204.40",,-0.81%
07/22/2018,"1,223.38","1,231.30","1,235.57","1,217.34",,-0.68%
07/15/2018,"1,231.76","1,241.41","1,245.93","1,211.47",,-0.79%
07/08/2018,"1,241.52","1,255.24","1,266.39","1,237.10",,-1.07%
07/01/2018,"1,254.99","1,253.89","1,261.88","1,238.11",,0.16%
06/24/2018,"1,253.00","1,272.41","1,273.29","1,246.07",,-1.28%
06/17/2018,"1,269.28","1,279.55","1,284.85","1,261.63",,-0.83%
06/10/2018,"1,279.84","1,299.61","1,310.14","1,275.85",,-1.46%
06/03/2018,"1,298.75","1,293.51","1,303.83","1,290.13",,0.43%
05/27/2018,"1,293.14","1,298.74","1,306.87","1,289.52",,-0.65%
05/20/2018,"1,301.61","1,290.95","1,308.24","1,282.20",,0.70%
05/13/2018,"1,292.50","1,319.16","1,323.36","1,286.41",,-1.95%
05/06/2018,"1,318.22","1,315.18","1,326.49","1,304.64",,0.24%
04/29/2018,"1,315.05","1,322.80","1,325.33","1,301.91",,-0.59%
04/22/2018,"1,322.80","1,335.71","1,336.29","1,315.96",,-0.92%
04/15/2018,"1,335.12","1,344.61","1,356.14","1,335.07",,-0.77%
04/08/2018,"1,345.46","1,333.22","1,365.68","1,327.06",,0.92%
04/01/2018,"1,333.20","1,326.11","1,348.37","1,321.47",,0.62%
03/25/2018,"1,325.00","1,348.51","1,357.66","1,322.21",,-1.65%
03/18/2018,"1,347.22","1,314.02","1,350.66","1,307.37",,2.53%
03/11/2018,"1,314.00","1,324.31","1,331.02","1,310.31",,-0.73%
03/04/2018,"1,323.70","1,323.75","1,340.49","1,313.05",,0.11%
02/25/2018,"1,322.20","1,327.53","1,340.88","1,302.64",,-0.51%
02/18/2018,"1,328.94","1,347.19","1,351.03","1,320.68",,-1.40%
02/11/2018,"1,347.86","1,315.07","1,361.84","1,314.14",,2.37%
02/04/2018,"1,316.69","1,331.99","1,346.05","1,306.86",,-1.22%
01/28/2018,"1,332.98","1,349.74","1,352.33","1,327.21",,-1.27%
01/21/2018,"1,350.14","1,334.86","1,366.45","1,328.69",,1.38%
01/14/2018,"1,331.80","1,336.94","1,344.82","1,324.09",,-0.49%
01/07/2018,"1,338.40","1,320.02","1,339.40","1,307.97",,1.38%
12/31/2017,"1,320.21","1,302.89","1,326.26","1,302.85",,1.36%
12/24/2017,"1,302.55","1,274.95","1,307.69","1,273.30",,2.16%
12/17/2017,"1,275.01","1,253.80","1,276.38","1,252.70",,1.57%
12/10/2017,"1,255.26","1,247.27","1,261.89","1,236.00",,0.57%
12/03/2017,"1,248.14","1,273.22","1,277.54","1,244.10",,-2.51%
11/26/2017,"1,280.26","1,288.58","1,299.21","1,270.19",,-0.62%
11/19/2017,"1,288.22","1,293.01","1,295.12","1,275.25",,-0.48%
11/12/2017,"1,294.37","1,274.81","1,297.04","1,270.60",,1.43%
11/05/2017,"1,276.14","1,269.52","1,288.41","1,266.08",,0.50%
10/29/2017,"1,269.85","1,273.59","1,284.48","1,265.55",,-0.27%
10/22/2017,"1,273.35","1,277.82","1,284.41","1,264.10",,-0.58%
10/15/2017,"1,280.72","1,303.54","1,306.46","1,276.62",,-1.85%
10/08/2017,"1,304.88","1,275.65","1,304.88","1,275.41",,2.26%
10/01/2017,"1,276.03","1,279.82","1,282.76","1,260.89",,-0.27%
09/24/2017,"1,279.45","1,297.62","1,313.89","1,277.61",,-1.38%
09/17/2017,"1,297.38","1,319.97","1,319.97","1,288.01",,-1.69%
09/10/2017,"1,319.62","1,337.45","1,340.37","1,316.12",,-2.01%
09/03/2017,"1,346.71","1,334.40","1,357.94","1,327.39",,1.64%
08/27/2017,"1,324.97","1,292.18","1,329.20","1,291.90",,2.62%
08/20/2017,"1,291.15","1,283.33","1,294.14","1,278.66",,0.52%
08/13/2017,"1,284.50","1,289.40","1,301.20","1,267.63",,-0.37%
08/06/2017,"1,289.21","1,259.04","1,292.26","1,251.41",,2.43%
07/30/2017,"1,258.60","1,270.41","1,274.72","1,254.75",,-0.84%
07/23/2017,"1,269.25","1,255.78","1,271.34","1,243.91",,1.14%
07/16/2017,"1,254.90","1,228.60","1,256.30","1,228.30",,2.11%
07/09/2017,"1,228.98","1,213.70","1,233.16","1,204.85",,1.33%
07/02/2017,"1,212.90","1,241.46","1,242.83","1,207.25",,-2.31%
06/25/2017,"1,241.60","1,258.03","1,258.44","1,236.86",,-1.22%
06/18/2017,"1,256.90","1,254.00","1,259.31","1,241.25",,0.26%
06/11/2017,"1,253.63","1,267.20","1,279.87","1,251.55",,-1.01%
06/04/2017,"1,266.40","1,279.34","1,296.47","1,264.74",,-1.06%
05/28/2017,"1,279.98","1,267.50","1,279.98","1,259.00",,1.02%
05/21/2017,"1,267.05","1,256.09","1,269.88","1,247.63",,0.92%
05/14/2017,"1,255.55","1,228.40","1,265.54","1,227.20",,2.17%
05/07/2017,"1,228.83","1,225.67","1,237.10","1,214.31",,0.09%
04/30/2017,"1,227.74","1,268.24","1,271.24","1,225.35",,-3.19%
04/23/2017,"1,268.15","1,270.27","1,278.67","1,260.40",,-1.27%
04/16/2017,"1,284.50","1,292.96","1,295.92","1,276.23",,-0.09%
04/09/2017,"1,285.69","1,254.26","1,289.14","1,247.50",,2.52%
04/02/2017,"1,254.05","1,248.40","1,270.96","1,243.85",,0.39%
03/26/2017,"1,249.13","1,248.00","1,261.53","1,240.05",,0.40%
03/19/2017,"1,244.17","1,229.41","1,253.49","1,226.69",,1.22%
03/12/2017,"1,229.15","1,205.68","1,233.88","1,197.54",,2.04%
03/05/2017,"1,204.55","1,232.49","1,236.84","1,194.62",,-2.41%
02/26/2017,"1,234.30","1,257.41","1,263.88","1,222.59",,-1.80%
02/19/2017,"1,256.94","1,235.21","1,260.48","1,226.12",,1.75%
02/12/2017,"1,235.29","1,231.52","1,243.84","1,216.48",,0.09%
02/05/2017,"1,234.12","1,219.67","1,244.78","1,219.01",,1.17%
01/29/2017,"1,219.88","1,192.54","1,225.38","1,187.85",,2.37%
01/22/2017,"1,191.60","1,209.71","1,219.97","1,181.04",,-1.52%
01/15/2017,"1,209.96","1,200.57","1,219.04","1,195.87",,1.03%
01/08/2017,"1,197.66","1,172.93","1,207.38","1,172.18",,2.12%
01/01/2017,"1,172.81","1,150.80","1,184.99","1,145.77",,1.82%
12/25/2016,"1,151.85","1,133.94","1,163.53","1,131.73",,1.62%
12/18/2016,"1,133.49","1,134.35","1,142.70","1,125.62",,-0.05%
12/11/2016,"1,134.09","1,159.02","1,165.86","1,122.45",,-2.05%
12/04/2016,"1,157.87","1,182.84","1,187.83","1,156.17",,-1.62%
11/27/2016,"1,176.92","1,183.08","1,197.58","1,160.42",,-0.57%
11/20/2016,"1,183.63","1,208.46","1,221.81","1,171.96",,-2.07%
11/13/2016,"1,208.69","1,227.89","1,233.45","1,203.90",,-1.39%
11/06/2016,"1,225.68","1,291.61","1,337.50","1,219.50",,-6.02%
10/30/2016,"1,304.25","1,278.41","1,308.26","1,271.29",,2.19%
10/23/2016,"1,276.30","1,266.21","1,284.53","1,260.75",,0.75%
10/16/2016,"1,266.75","1,250.25","1,274.32","1,250.25",,1.30%
10/09/2016,"1,250.55","1,257.58","1,265.46","1,247.51",,-0.51%
10/02/2016,"1,256.97","1,318.22","1,320.09","1,241.68",,-4.48%
09/25/2016,"1,315.96","1,336.82","1,342.21","1,312.83",,-1.62%
09/18/2016,"1,337.61","1,310.99","1,344.04","1,308.60",,2.07%
09/11/2016,"1,310.43","1,328.18","1,332.56","1,306.62",,-1.33%
09/04/2016,"1,328.15","1,324.13","1,353.11","1,322.02",,0.24%
08/28/2016,"1,325.01","1,320.42","1,329.09","1,302.27",,0.28%
08/21/2016,"1,321.33","1,340.56","1,345.18","1,317.94",,-1.52%
08/14/2016,"1,341.78","1,338.19","1,358.57","1,336.07",,0.42%
08/07/2016,"1,336.19","1,335.37","1,357.65","1,330.03",,0.03%
07/31/2016,"1,335.80","1,350.22","1,368.03","1,334.87",,-1.12%
07/24/2016,"1,350.91","1,322.50","1,355.42","1,312.35",,2.16%
07/17/2016,"1,322.38","1,332.79","1,336.28","1,310.93",,-1.16%
07/10/2016,"1,337.85","1,368.71","1,375.11","1,320.22",,-2.12%
07/03/2016,"1,366.80","1,342.60","1,375.31","1,336.08",,1.83%
06/26/2016,"1,342.30","1,326.24","1,344.60","1,305.62",,2.00%
06/19/2016,"1,315.98","1,285.90","1,358.70","1,251.66",,1.34%
06/12/2016,"1,298.60","1,274.04","1,315.93","1,272.68",,1.91%
06/05/2016,"1,274.20","1,242.80","1,278.10","1,234.85",,2.39%
05/29/2016,"1,244.49","1,213.41","1,244.91","1,200.01",,2.65%
05/22/2016,"1,212.40","1,250.91","1,255.86","1,206.70",,-3.19%
05/15/2016,"1,252.30","1,272.49","1,288.59","1,244.38",,-1.67%
05/08/2016,"1,273.60","1,284.95","1,288.00","1,257.65",,-1.17%
05/01/2016,"1,288.70","1,293.71","1,304.00","1,269.26",,-0.39%
04/24/2016,"1,293.74","1,232.09","1,296.49","1,230.09",,4.99%
04/17/2016,"1,232.30","1,234.09","1,270.48","1,227.35",,-0.14%
04/10/2016,"1,234.05","1,239.78","1,262.98","1,223.79",,-0.51%
04/03/2016,"1,240.39","1,219.98","1,243.88","1,214.34",,1.46%
03/27/2016,"1,222.49","1,214.49","1,243.29","1,208.54",,0.49%
03/20/2016,"1,216.47","1,254.62","1,259.97","1,212.58",,-3.09%
03/13/2016,"1,255.30","1,251.32","1,271.61","1,226.41",,0.55%
03/06/2016,"1,248.44","1,259.48","1,282.89","1,237.44",,-0.87%
02/28/2016,"1,259.44","1,222.73","1,279.98","1,217.98",,3.01%
02/21/2016,"1,222.60","1,226.13","1,253.30","1,202.02",,-0.46%
02/14/2016,"1,228.19","1,232.55","1,239.88","1,190.79",,-0.80%
02/07/2016,"1,238.05","1,170.89","1,260.98","1,164.09",,5.48%
01/31/2016,"1,173.69","1,117.90","1,174.90","1,116.26",,4.98%
01/24/2016,"1,118.04","1,097.86","1,128.20","1,097.36",,1.80%
01/17/2016,"1,098.30","1,089.60","1,109.59","1,082.93",,0.84%
01/10/2016,"1,089.10","1,104.17","1,108.49","1,071.38",,-1.37%
01/03/2016,"1,104.24","1,065.36","1,112.40","1,061.90",,4.10%
12/27/2015,"1,060.74","1,076.10","1,077.25","1,058.50",,-1.41%
12/20/2015,"1,075.88","1,065.93","1,081.88","1,063.88",,0.91%
12/13/2015,"1,066.19","1,073.78","1,078.59","1,047.63",,-0.81%
12/06/2015,"1,074.89","1,085.99","1,086.98","1,062.38",,-1.11%
11/29/2015,"1,086.99","1,057.79","1,089.09","1,046.24",,2.66%
11/22/2015,"1,058.81","1,077.01","1,080.91","1,052.86",,-1.79%
11/15/2015,"1,078.10","1,088.14","1,098.29","1,065.34",,-0.51%
11/08/2015,"1,083.64","1,089.94","1,095.88","1,074.64",,-0.46%
11/01/2015,"1,088.64","1,141.47","1,142.99","1,085.29",,-4.70%
10/25/2015,"1,142.38","1,164.42","1,182.88","1,139.48",,-1.88%
10/18/2015,"1,164.26","1,176.24","1,180.70","1,159.16",,-1.10%
10/11/2015,"1,177.20","1,155.61","1,190.93","1,151.46",,1.70%
10/04/2015,"1,157.53","1,137.96","1,160.20","1,129.98",,1.70%
09/27/2015,"1,138.14","1,145.80","1,148.30","1,104.52",,-0.71%
09/20/2015,"1,146.24","1,139.59","1,156.68","1,121.37",,0.60%
09/13/2015,"1,139.40","1,107.80","1,141.90","1,102.91",,2.84%
09/06/2015,"1,107.90","1,123.25","1,126.80","1,098.75",,-1.34%
08/30/2015,"1,123.00","1,133.25","1,147.56","1,117.15",,-0.97%
08/23/2015,"1,133.96","1,162.35","1,167.90","1,117.75",,-2.33%
08/16/2015,"1,161.05","1,114.35","1,168.80","1,109.55",,4.21%
08/09/2015,"1,114.11","1,094.40","1,126.71","1,089.81",,1.82%
08/02/2015,"1,094.20","1,095.26","1,099.90","1,081.00",,-0.13%
07/26/2015,"1,095.65","1,099.40","1,105.15","1,079.75",,-0.31%
07/19/2015,"1,099.10","1,133.70","1,133.70","1,077.75",,-3.09%
07/12/2015,"1,134.10","1,163.40","1,164.70","1,131.20",,-2.57%
07/05/2015,"1,163.96","1,173.20","1,175.10","1,147.15",,-0.34%
06/28/2015,"1,167.94","1,185.06","1,187.41","1,157.35",,-0.61%
06/21/2015,"1,175.07","1,200.35","1,201.24","1,168.74",,-2.12%
06/14/2015,"1,200.51","1,181.75","1,206.25","1,173.27",,1.67%
06/07/2015,"1,180.80","1,169.45","1,192.60","1,169.20",,0.75%
05/31/2015,"1,172.00","1,191.25","1,205.06","1,163.10",,-1.55%
05/24/2015,"1,190.50","1,205.50","1,209.35","1,181.30",,-1.32%
05/17/2015,"1,206.38","1,223.30","1,232.70","1,201.70",,-1.43%
05/10/2015,"1,223.85","1,189.20","1,227.79","1,179.75",,3.00%
05/03/2015,"1,188.15","1,179.00","1,200.10","1,177.93",,0.82%
04/26/2015,"1,178.50","1,179.71","1,215.40","1,170.60",,-0.07%
04/19/2015,"1,179.38","1,205.01","1,209.51","1,175.24",,-2.10%
04/12/2015,"1,204.65","1,207.30","1,209.75","1,184.18",,-0.28%
04/05/2015,"1,208.05","1,215.63","1,224.50","1,192.70",,-0.24%
03/29/2015,"1,210.90","1,199.10","1,212.74","1,178.80",,0.97%
03/22/2015,"1,199.30","1,185.86","1,219.90","1,179.35",,1.41%
03/15/2015,"1,182.68","1,158.24","1,188.30","1,143.36",,2.00%
03/08/2015,"1,159.48","1,168.65","1,176.15","1,147.85",,-0.66%
03/01/2015,"1,167.21","1,213.89","1,223.69","1,163.94",,-3.79%
02/22/2015,"1,213.15","1,201.99","1,220.60","1,191.51",,0.89%
02/15/2015,"1,202.39","1,228.68","1,236.99","1,198.05",,-2.22%
02/08/2015,"1,229.70","1,234.93","1,246.30","1,216.95",,-0.33%
02/01/2015,"1,233.72","1,281.56","1,285.60","1,228.75",,-3.88%
01/25/2015,"1,283.55","1,294.04","1,299.51","1,252.61",,-0.85%
01/18/2015,"1,294.55","1,279.70","1,306.60","1,272.25",,1.11%
01/11/2015,"1,280.30","1,223.11","1,281.99","1,218.66",,4.65%
01/04/2015,"1,223.40","1,189.34","1,224.00","1,183.45",,2.88%
12/28/2014,"1,189.18","1,195.83","1,210.40","1,168.75",,-0.52%
12/21/2014,"1,195.40","1,195.69","1,202.55","1,170.92",,-0.05%
12/14/2014,"1,195.95","1,222.47","1,224.46","1,184.33",,-2.18%
12/07/2014,"1,222.60","1,193.08","1,238.59","1,187.30",,2.56%
11/30/2014,"1,192.05","1,166.99","1,221.39","1,143.32",,2.12%
11/23/2014,"1,167.35","1,201.54","1,204.25","1,165.35",,-2.83%
11/16/2014,"1,201.40","1,188.75","1,208.01","1,175.81",,1.11%
11/09/2014,"1,188.25","1,179.34","1,193.74","1,146.32",,0.99%
11/02/2014,"1,176.65","1,173.69","1,178.99","1,132.25",,0.19%
10/26/2014,"1,174.42","1,231.74","1,235.61","1,161.75",,-4.63%
10/19/2014,"1,231.46","1,238.54","1,255.70","1,226.67",,-0.54%
10/12/2014,"1,238.19","1,223.69","1,249.80","1,222.17",,1.20%
10/05/2014,"1,223.48","1,191.79","1,233.70","1,183.96",,2.71%
09/28/2014,"1,191.20","1,219.44","1,224.00","1,190.14",,-2.32%
09/21/2014,"1,219.51","1,216.68","1,235.30","1,207.35",,0.25%
09/14/2014,"1,216.45","1,228.40","1,242.16","1,213.87",,-0.99%
09/07/2014,"1,228.63","1,268.99","1,272.09","1,227.75",,-3.17%
08/31/2014,"1,268.85","1,287.05","1,290.36","1,257.16",,-1.45%
08/24/2014,"1,287.57","1,279.91","1,297.00","1,274.66",,0.49%
08/17/2014,"1,281.23","1,304.04","1,304.20","1,273.46",,-1.79%
08/10/2014,"1,304.60","1,309.30","1,319.31","1,292.61",,-0.38%
08/03/2014,"1,309.60","1,293.93","1,322.86","1,282.56",,1.20%
07/27/2014,"1,294.10","1,308.49","1,312.60","1,280.90",,-1.07%
07/20/2014,"1,308.05","1,311.00","1,318.46","1,287.72",,-0.22%
07/13/2014,"1,310.90","1,338.45","1,339.71","1,292.01",,-2.04%
07/06/2014,"1,338.15","1,320.16","1,345.31","1,311.90",,1.33%
06/29/2014,"1,320.55","1,315.99","1,332.60","1,310.14",,0.40%
06/22/2014,"1,315.35","1,313.70","1,326.21","1,306.21",,0.04%
06/15/2014,"1,314.82","1,277.25","1,322.40","1,259.35",,2.96%
06/08/2014,"1,277.00","1,253.79","1,278.20","1,250.40",,1.94%
06/01/2014,"1,252.73","1,251.04","1,258.00","1,241.11",,0.13%
05/25/2014,"1,251.05","1,292.76","1,294.46","1,242.35",,-3.25%
05/18/2014,"1,293.11","1,293.57","1,305.40","1,283.50",,-0.05%
05/11/2014,"1,293.70","1,289.31","1,309.41","1,280.21",,0.34%
05/04/2014,"1,289.33","1,300.89","1,316.10","1,285.64",,-0.85%
04/27/2014,"1,300.32","1,303.20","1,306.61","1,277.10",,-0.24%
04/20/2014,"1,303.45","1,294.67","1,305.61","1,268.85",,0.75%
04/13/2014,"1,293.78","1,318.77","1,331.03","1,290.46",,-1.87%
04/06/2014,"1,318.47","1,302.79","1,324.90","1,295.69",,1.21%
03/30/2014,"1,302.70","1,294.28","1,307.09","1,277.88",,0.67%
03/23/2014,"1,294.00","1,334.74","1,334.86","1,285.84",,-3.04%
03/16/2014,"1,334.55","1,382.07","1,392.37","1,320.85",,-3.45%
03/09/2014,"1,382.24","1,339.16","1,388.40","1,329.36",,3.13%
03/02/2014,"1,340.25","1,326.29","1,355.20","1,326.29",,1.04%
02/23/2014,"1,326.40","1,325.20","1,345.96","1,319.32",,0.23%
02/16/2014,"1,323.39","1,318.92","1,332.48","1,307.85",,0.34%
02/09/2014,"1,318.93","1,266.13","1,321.34","1,265.22",,4.09%
02/02/2014,"1,267.06","1,245.18","1,273.74","1,240.72",,1.87%
01/26/2014,"1,243.80","1,268.99","1,278.62","1,238.55",,-2.01%
01/19/2014,"1,269.25","1,253.47","1,273.31","1,231.97",,1.23%
01/12/2014,"1,253.82","1,248.38","1,255.49","1,234.59",,0.54%
01/05/2014,"1,247.10","1,236.88","1,248.81","1,218.84",,0.85%
12/29/2013,"1,236.55","1,212.13","1,240.38","1,184.88",,1.93%
12/22/2013,"1,213.19","1,203.67","1,219.04","1,192.92",,0.83%
12/15/2013,"1,203.25","1,238.20","1,252.01","1,185.71",,-2.83%
12/08/2013,"1,238.30","1,229.69","1,267.76","1,220.60",,0.77%
12/01/2013,"1,228.85","1,251.65","1,251.65","1,212.05",,-1.97%
11/24/2013,"1,253.49","1,243.20","1,257.99","1,228.84",,0.80%
11/17/2013,"1,243.60","1,290.45","1,290.61","1,236.90",,-3.60%
11/10/2013,"1,290.05","1,288.69","1,294.38","1,261.28",,0.14%
11/03/2013,"1,288.20","1,315.14","1,325.71","1,281.40",,-2.06%
10/27/2013,"1,315.35","1,353.16","1,362.21","1,306.30",,-2.72%
10/20/2013,"1,352.13","1,316.44","1,355.60","1,310.23",,2.73%
10/13/2013,"1,316.24","1,272.68","1,325.70","1,252.16",,3.39%
10/06/2013,"1,273.11","1,311.03","1,330.09","1,262.63",,-2.92%
09/29/2013,"1,311.35","1,335.85","1,344.17","1,278.80",,-1.86%
09/22/2013,"1,336.20","1,326.09","1,344.30","1,306.39",,0.82%
09/15/2013,"1,325.38","1,329.38","1,374.93","1,291.73",,-0.10%
09/08/2013,"1,326.72","1,391.05","1,391.12","1,305.03",,-4.66%
09/01/2013,"1,391.61","1,396.59","1,416.74","1,363.28",,-0.34%
08/25/2013,"1,396.40","1,399.09","1,434.02","1,391.65",,-0.03%
08/18/2013,"1,396.85","1,376.35","1,400.21","1,355.26",,1.49%
08/11/2013,"1,376.40","1,314.60","1,380.21","1,314.60",,4.71%
08/04/2013,"1,314.50","1,312.99","1,319.80","1,273.14",,0.19%
07/28/2013,"1,312.00","1,333.80","1,338.76","1,283.19",,-1.64%
07/21/2013,"1,333.90","1,297.15","1,348.30","1,309.35",,2.90%
07/14/2013,"1,296.35","1,285.45","1,297.95","1,274.21",,0.89%
07/07/2013,"1,284.90","1,222.71","1,298.97","1,215.45",,4.99%
06/30/2013,"1,223.80","1,233.49","1,265.93","1,207.99",,-0.85%
06/23/2013,"1,234.25","1,297.80","1,302.12","1,181.82",,-4.86%
06/16/2013,"1,297.25","1,391.29","1,392.11","1,269.39",,-6.72%
06/09/2013,"1,390.70","1,378.89","1,395.16","1,367.15",,0.45%
06/02/2013,"1,384.47","1,389.16","1,423.74","1,377.86",,-0.18%
05/26/2013,"1,386.90","1,388.15","1,421.50","1,373.64",,0.06%
05/19/2013,"1,386.05","1,363.09","1,414.75","1,339.45",,1.98%
05/12/2013,"1,359.20","1,448.69","1,448.69","1,355.60",,-6.15%
05/05/2013,"1,448.20","1,470.39","1,478.95","1,421.11",,-1.53%
04/28/2013,"1,470.70","1,464.49","1,488.30","1,440.24",,0.53%
04/21/2013,"1,463.00","1,404.56","1,485.31","1,404.00",,4.18%
04/14/2013,"1,404.35","1,478.30","1,495.66","1,321.85",,-5.04%
04/07/2013,"1,478.85","1,581.14","1,590.50","1,477.50",,-6.52%
03/31/2013,"1,582.00","1,597.74","1,604.10","1,540.24",,-0.92%
03/24/2013,"1,596.74","1,609.37","1,613.83","1,590.06",,-0.73%
03/17/2013,"1,608.45","1,597.26","1,616.86","1,592.56",,1.00%
03/10/2013,"1,592.45","1,578.40","1,599.71","1,575.65",,0.89%
03/03/2013,"1,578.35","1,579.01","1,586.52","1,561.41",,0.20%
02/24/2013,"1,575.24","1,581.29","1,620.05","1,564.83",,-0.35%
02/17/2013,"1,580.70","1,609.85","1,618.90","1,554.89",,-1.79%
02/10/2013,"1,609.44","1,666.93","1,669.69","1,598.42",,-3.48%
02/03/2013,"1,667.50","1,667.76","1,685.11","1,662.00",,0.02%
01/27/2013,"1,667.15","1,658.76","1,684.00","1,652.54",,0.51%
01/20/2013,"1,658.69","1,684.79","1,696.14","1,655.78",,-1.50%
01/13/2013,"1,683.95","1,662.16","1,696.17","1,660.25",,1.26%
01/06/2013,"1,663.05","1,656.51","1,679.21","1,642.75",,0.37%
12/30/2012,"1,656.85","1,656.21","1,695.31","1,626.40",,0.09%
12/23/2012,"1,655.40","1,657.80","1,668.01","1,650.49",,-0.10%
12/16/2012,"1,656.99","1,695.64","1,703.24","1,635.47",,-2.27%
12/09/2012,"1,695.47","1,704.49","1,723.45","1,689.39",,-0.48%
12/02/2012,"1,703.65","1,714.11","1,722.32","1,684.40",,-0.65%
11/25/2012,"1,714.80","1,752.90","1,752.90","1,706.04",,-2.18%
11/18/2012,"1,753.00","1,713.60","1,754.60","1,713.49",,2.29%
11/11/2012,"1,713.70","1,732.00","1,738.41","1,705.30",,-1.01%
11/04/2012,"1,731.24","1,676.97","1,739.05","1,672.62",,3.18%
10/28/2012,"1,677.85","1,711.39","1,727.00","1,674.44",,-1.96%
10/21/2012,"1,711.35","1,721.80","1,730.60","1,699.00",,-0.55%
10/14/2012,"1,720.90","1,753.49","1,753.70","1,716.29",,-1.90%
10/07/2012,"1,754.25","1,780.60","1,780.79","1,752.34",,-1.50%
09/30/2012,"1,780.98","1,771.09","1,796.19","1,763.44",,0.55%
09/23/2012,"1,771.22","1,773.43","1,783.63","1,738.03",,-0.10%
09/16/2012,"1,773.05","1,774.85","1,787.81","1,752.95",,0.03%
09/09/2012,"1,772.48","1,735.74","1,778.01","1,717.14",,2.07%
09/02/2012,"1,736.50","1,692.09","1,741.80","1,685.59",,2.68%
08/26/2012,"1,691.15","1,671.55","1,693.32","1,647.34",,1.25%
08/19/2012,"1,670.35","1,616.15","1,675.30","1,610.09",,3.38%
